,cell_id,initial_cell_type,banksy_leiden_0.7
hkikfmce-1,hkikfmce-1,Fibroblast,4
hkikghjb-1,hkikghjb-1,Fibroblast,8
hkiobmnd-1,hkiobmnd-1,Myeloid,4
hkipkhpg-1,hkipkhpg-1,Cholangiocyte,4
hkipokcd-1,hkipokcd-1,Myeloid,4
hkjamenf-1,hkjamenf-1,Lymphocyte,4
hkjbbkge-1,hkjbbkge-1,Fibroblast,4
hkjcopfc-1,hkjcopfc-1,Cholangiocyte,4
hkjdldjh-1,hkjdldjh-1,Fibroblast,4
hkjehgnd-1,hkjehgnd-1,Fibroblast,4
hkjelikk-1,hkjelikk-1,Fibroblast,4
hkjencal-1,hkjencal-1,Fibroblast,4
hkjfaklg-1,hkjfaklg-1,Myeloid,4
hkjfjlag-1,hkjfjlag-1,Myeloid,4
hkjhnleo-1,hkjhnleo-1,Myeloid,4
hkjioafh-1,hkjioafh-1,Myeloid,4
hkjknnll-1,hkjknnll-1,Fibroblast,3
hkjlpdlf-1,hkjlpdlf-1,Fibroblast,1
hkjofdlp-1,hkjofdlp-1,Fibroblast,1
hkkbalml-1,hkkbalml-1,Myeloid,4
hkkcgegj-1,hkkcgegj-1,Fibroblast,4
hkkcmobb-1,hkkcmobb-1,Myeloid,1
hkkdooce-1,hkkdooce-1,Fibroblast,8
hkkejeid-1,hkkejeid-1,Lymphocyte,1
hkkfofpd-1,hkkfofpd-1,Fibroblast,1
hkkgcmhf-1,hkkgcmhf-1,Lymphocyte,1
hkkgkdnn-1,hkkgkdnn-1,Myeloid,1
hkkgnbkg-1,hkkgnbkg-1,Endothelial-Mural Cell,3
hkkhjdff-1,hkkhjdff-1,Cholangiocyte,3
hkkhpkho-1,hkkhpkho-1,Endothelial-Mural Cell,3
hkkigpap-1,hkkigpap-1,Fibroblast,8
hkkkegme-1,hkkkegme-1,Endothelial-Mural Cell,3
hkkkjfhc-1,hkkkjfhc-1,Lymphocyte,8
hkknhlmo-1,hkknhlmo-1,Fibroblast,8
hkknlkpa-1,hkknlkpa-1,Lymphocyte,8
hkknnamf-1,hkknnamf-1,Necrosis,8
hkkpfkgm-1,hkkpfkgm-1,Necrosis,8
hklahogg-1,hklahogg-1,Fibroblast,8
hklbojal-1,hklbojal-1,Endothelial-Mural Cell,8
hkldfhgo-1,hkldfhgo-1,Myeloid,4
hklehkfo-1,hklehkfo-1,Myeloid,4
hklfaclc-1,hklfaclc-1,Fibroblast,4
hklfejof-1,hklfejof-1,Lymphocyte,10
hklgcfmj-1,hklgcfmj-1,Fibroblast,4
hklgljba-1,hklgljba-1,Fibroblast,10
hklhebbd-1,hklhebbd-1,Hepatocyte,4
hkliplkl-1,hkliplkl-1,Fibroblast,3
hkllebla-1,hkllebla-1,Hepatocyte,4
hkloacco-1,hkloacco-1,Myeloid,1
hklobijh-1,hklobijh-1,Smooth muscle,4
hkmeibcf-1,hkmeibcf-1,Lymphocyte,1
hkmenkjm-1,hkmenkjm-1,Endothelial-Mural Cell,3
hkmfbeop-1,hkmfbeop-1,Cholangiocyte,4
hkmfhpff-1,hkmfhpff-1,Fibroblast,4
hkmfpdii-1,hkmfpdii-1,Fibroblast,4
hkmgfcde-1,hkmgfcde-1,Fibroblast,9
hkmgijph-1,hkmgijph-1,Cholangiocyte,4
hkmhhiok-1,hkmhhiok-1,Cholangiocyte,4
hkmhmgeg-1,hkmhmgeg-1,Cholangiocyte,4
hkmjkhcd-1,hkmjkhcd-1,Myeloid,1
hkmkbbgg-1,hkmkbbgg-1,Fibroblast,1
hkmklmja-1,hkmklmja-1,Myeloid,1
hkmlalck-1,hkmlalck-1,Fibroblast,1
hkmmmcnh-1,hkmmmcnh-1,Lymphocyte,1
hkmnhamc-1,hkmnhamc-1,Fibroblast,9
hkmoohkp-1,hkmoohkp-1,Myeloid,4
hkmpadoi-1,hkmpadoi-1,Fibroblast,4
hkmpgdno-1,hkmpgdno-1,Fibroblast,4
hknaibep-1,hknaibep-1,Fibroblast,4
hknbehlj-1,hknbehlj-1,Hepatocyte,4
hknccmlb-1,hknccmlb-1,Hepatocyte,1
hkncpjbh-1,hkncpjbh-1,Fibroblast,4
hknfbloh-1,hknfbloh-1,Lymphocyte,4
hkngmkbo-1,hkngmkbo-1,Myeloid,4
hkngndch-1,hkngndch-1,Lymphocyte,4
hknobalc-1,hknobalc-1,Fibroblast,4
hknoobgi-1,hknoobgi-1,Fibroblast,4
hkoanagi-1,hkoanagi-1,Myeloid,4
hkobmmfi-1,hkobmmfi-1,Cholangiocyte,4
hkodbcfg-1,hkodbcfg-1,Fibroblast,4
hkodfaao-1,hkodfaao-1,Myeloid,4
hkodfodh-1,hkodfodh-1,Lymphocyte,4
hkodipml-1,hkodipml-1,Fibroblast,10
hkoggfnd-1,hkoggfnd-1,Hepatocyte,10
hkoibkmo-1,hkoibkmo-1,Fibroblast,10
hkoipjia-1,hkoipjia-1,Fibroblast,10
hkoonmjc-1,hkoonmjc-1,Endothelial-Mural Cell,10
hkopfdmk-1,hkopfdmk-1,Endothelial-Mural Cell,4
hkophani-1,hkophani-1,Endothelial-Mural Cell,3
hkpadgja-1,hkpadgja-1,Fibroblast,3
hkpbomkm-1,hkpbomkm-1,Fibroblast,3
hkpccagc-1,hkpccagc-1,Myeloid,8
hkpcdeel-1,hkpcdeel-1,Necrosis,8
hkpcdmmk-1,hkpcdmmk-1,Fibroblast,9
hkpckgok-1,hkpckgok-1,Fibroblast,4
hkpdhjoh-1,hkpdhjoh-1,Fibroblast,4
hkpdonep-1,hkpdonep-1,Fibroblast,4
hkpfgpkk-1,hkpfgpkk-1,Fibroblast,3
hkpfmdhk-1,hkpfmdhk-1,Fibroblast,3
hkpgglda-1,hkpgglda-1,Fibroblast,3
hkpgjdad-1,hkpgjdad-1,Endothelial-Mural Cell,3
hkpgjnjk-1,hkpgjnjk-1,Myeloid,3
hkpihdff-1,hkpihdff-1,Endothelial-Mural Cell,3
hkpiinib-1,hkpiinib-1,Fibroblast,4
hkpjfcla-1,hkpjfcla-1,Fibroblast,3
hkpjgceh-1,hkpjgceh-1,Myeloid,10
hkpkkbcd-1,hkpkkbcd-1,Myeloid,10
hkplbnpm-1,hkplbnpm-1,Lymphocyte,10
hkplpeon-1,hkplpeon-1,Endothelial-Mural Cell,10
hkpnconj-1,hkpnconj-1,Myeloid,10
hkpoahao-1,hkpoahao-1,Fibroblast,10
hkppjnng-1,hkppjnng-1,Fibroblast,10
hlaajgao-1,hlaajgao-1,Hepatocyte,10
hlaamffc-1,hlaamffc-1,Fibroblast,10
hladichl-1,hladichl-1,Endothelial-Mural Cell,10
hlaecoaf-1,hlaecoaf-1,Fibroblast,3
hlaegobn-1,hlaegobn-1,Endothelial-Mural Cell,10
hlafppap-1,hlafppap-1,Fibroblast,3
hlahekao-1,hlahekao-1,Myeloid,10
hlahlolo-1,hlahlolo-1,Hepatocyte,10
hlajhlnm-1,hlajhlnm-1,Endothelial-Mural Cell,10
hlajpddm-1,hlajpddm-1,Endothelial-Mural Cell,3
hlamejmc-1,hlamejmc-1,Hepatocyte,10
hlanogcp-1,hlanogcp-1,Hepatocyte,10
hlapclbn-1,hlapclbn-1,Myeloid,10
hlappfme-1,hlappfme-1,Hepatocyte,10
hlbaeeje-1,hlbaeeje-1,Hepatocyte,10
hlbaehkn-1,hlbaehkn-1,Fibroblast,10
hlbalenc-1,hlbalenc-1,Hepatocyte,10
hlbcbaif-1,hlbcbaif-1,Myeloid,10
hlbdallo-1,hlbdallo-1,Fibroblast,10
hlbekmnd-1,hlbekmnd-1,Fibroblast,10
hlbfjkfh-1,hlbfjkfh-1,Myeloid,10
hlbgamba-1,hlbgamba-1,Hepatocyte,10
hlbgdmfo-1,hlbgdmfo-1,Fibroblast,10
hlbghfgo-1,hlbghfgo-1,Fibroblast,10
hlbhehjb-1,hlbhehjb-1,Endothelial-Mural Cell,10
hlbkpfcm-1,hlbkpfcm-1,Endothelial-Mural Cell,10
hlbleico-1,hlbleico-1,Fibroblast,10
hlblenfn-1,hlblenfn-1,Fibroblast,10
hlbnmnkj-1,hlbnmnkj-1,Fibroblast,10
hlcaoago-1,hlcaoago-1,Endothelial-Mural Cell,10
hlcbdmcp-1,hlcbdmcp-1,Myeloid,10
hlcbhadf-1,hlcbhadf-1,Myeloid,10
hlcbpfcj-1,hlcbpfcj-1,Hepatocyte,10
hlccfcfp-1,hlccfcfp-1,Myeloid,10
hlcclngf-1,hlcclngf-1,Hepatocyte,10
hlcdpmbl-1,hlcdpmbl-1,Myeloid,10
hlcelchh-1,hlcelchh-1,Fibroblast,10
hlcgblai-1,hlcgblai-1,Myeloid,4
hlcgkbgo-1,hlcgkbgo-1,Hepatocyte,10
hlcgkjgj-1,hlcgkjgj-1,Hepatocyte,10
hlchdgck-1,hlchdgck-1,Fibroblast,10
hlchldgi-1,hlchldgi-1,Fibroblast,10
hlcigjee-1,hlcigjee-1,Hepatocyte,10
hlcjepgj-1,hlcjepgj-1,Hepatocyte,10
hlcjjedi-1,hlcjjedi-1,Hepatocyte,10
hlcjnbgl-1,hlcjnbgl-1,Fibroblast,10
hlclpmkp-1,hlclpmkp-1,Myeloid,10
hlcolnfk-1,hlcolnfk-1,Myeloid,10
hlcpbpdg-1,hlcpbpdg-1,Hepatocyte,10
hlcpgkkm-1,hlcpgkkm-1,Myeloid,10
hldcdgmb-1,hldcdgmb-1,Hepatocyte,10
hldckpoe-1,hldckpoe-1,Myeloid,10
hldcmdnh-1,hldcmdnh-1,Fibroblast,10
hlddgenh-1,hlddgenh-1,Hepatocyte,10
hldeohnd-1,hldeohnd-1,Fibroblast,10
hldhmdjm-1,hldhmdjm-1,Fibroblast,10
hldkipfg-1,hldkipfg-1,Myeloid,10
hldnchna-1,hldnchna-1,Endothelial-Mural Cell,10
hldnldee-1,hldnldee-1,Endothelial-Mural Cell,10
hleagfmg-1,hleagfmg-1,Fibroblast,3
hleaiipk-1,hleaiipk-1,Endothelial-Mural Cell,3
hlebimmb-1,hlebimmb-1,Endothelial-Mural Cell,3
hleckabn-1,hleckabn-1,Fibroblast,3
hlecpoif-1,hlecpoif-1,Hepatocyte,10
hlegammk-1,hlegammk-1,Endothelial-Mural Cell,3
hlehighn-1,hlehighn-1,Fibroblast,10
hlejieik-1,hlejieik-1,Hepatocyte,10
hlejihdi-1,hlejihdi-1,Unknown,4
hlekjomd-1,hlekjomd-1,Endothelial-Mural Cell,4
hlekoklk-1,hlekoklk-1,Fibroblast,10
hlelbfhi-1,hlelbfhi-1,Endothelial-Mural Cell,10
hlelcgpp-1,hlelcgpp-1,Hepatocyte,10
hlellffb-1,hlellffb-1,Fibroblast,10
hlemdfcc-1,hlemdfcc-1,Myeloid,10
hlemjnof-1,hlemjnof-1,Endothelial-Mural Cell,10
hlemncfj-1,hlemncfj-1,Fibroblast,10
hlempmcp-1,hlempmcp-1,Fibroblast,10
hlendojm-1,hlendojm-1,Endothelial-Mural Cell,10
hlenldee-1,hlenldee-1,Fibroblast,10
hlennjac-1,hlennjac-1,Myeloid,10
hleocmap-1,hleocmap-1,Endothelial-Mural Cell,10
hleoechf-1,hleoechf-1,Endothelial-Mural Cell,10
hleogajh-1,hleogajh-1,Endothelial-Mural Cell,3
hleoodof-1,hleoodof-1,Endothelial-Mural Cell,3
hlfajpbc-1,hlfajpbc-1,Fibroblast,3
hlfbhgba-1,hlfbhgba-1,Fibroblast,3
hlfcodck-1,hlfcodck-1,Fibroblast,10
hlfconod-1,hlfconod-1,Endothelial-Mural Cell,10
hlfdddhf-1,hlfdddhf-1,Myeloid,10
hlfgjfdm-1,hlfgjfdm-1,Endothelial-Mural Cell,10
hlfgljip-1,hlfgljip-1,Fibroblast,3
hlfhajdp-1,hlfhajdp-1,Myeloid,4
hlfjjklo-1,hlfjjklo-1,Hepatocyte,4
hlflaapf-1,hlflaapf-1,Fibroblast,4
hlflieme-1,hlflieme-1,Endothelial-Mural Cell,10
hlflpcle-1,hlflpcle-1,Fibroblast,10
hlfnacfo-1,hlfnacfo-1,Fibroblast,10
hlfnjpbb-1,hlfnjpbb-1,Hepatocyte,3
hlfodpgn-1,hlfodpgn-1,Fibroblast,3
hlfpjnnk-1,hlfpjnnk-1,Hepatocyte,3
hlgalaoj-1,hlgalaoj-1,Myeloid,3
hlgbcndo-1,hlgbcndo-1,Endothelial-Mural Cell,10
hlgclbhe-1,hlgclbhe-1,Fibroblast,10
hlgdjajd-1,hlgdjajd-1,Hepatocyte,4
hlgfaaef-1,hlgfaaef-1,Hepatocyte,4
hlgfefkf-1,hlgfefkf-1,Fibroblast,4
hlgicene-1,hlgicene-1,Cholangiocyte,4
hlgjbhfp-1,hlgjbhfp-1,Smooth muscle,4
hlgjhdoj-1,hlgjhdoj-1,Endothelial-Mural Cell,3
hlgjnbfc-1,hlgjnbfc-1,Endothelial-Mural Cell,3
hlgjpjmd-1,hlgjpjmd-1,Smooth muscle,4
hlgmmcjm-1,hlgmmcjm-1,Fibroblast,21
hlgmphfb-1,hlgmphfb-1,Cholangiocyte,4
hlgoaajl-1,hlgoaajl-1,Smooth muscle,4
hlgoimpo-1,hlgoimpo-1,Myeloid,4
hlgpkgkk-1,hlgpkgkk-1,Fibroblast,4
hlhbfghg-1,hlhbfghg-1,Myeloid,4
hlhbnhmk-1,hlhbnhmk-1,Myeloid,3
hlhdfppl-1,hlhdfppl-1,Fibroblast,8
hlhdphmm-1,hlhdphmm-1,Fibroblast,8
hlhenane-1,hlhenane-1,Endothelial-Mural Cell,8
hlhhdaib-1,hlhhdaib-1,Endothelial-Mural Cell,4
hlhhoglb-1,hlhhoglb-1,Fibroblast,4
hlhjakec-1,hlhjakec-1,Lymphocyte,3
hlhjbodj-1,hlhjbodj-1,Myeloid,4
hlhjepjk-1,hlhjepjk-1,Fibroblast,3
hlhjfhle-1,hlhjfhle-1,Myeloid,4
hlhjgbpn-1,hlhjgbpn-1,Myeloid,4
hlhngfph-1,hlhngfph-1,Fibroblast,4
hlhogkol-1,hlhogkol-1,Fibroblast,4
hlhpbbkl-1,hlhpbbkl-1,Fibroblast,4
hliahibb-1,hliahibb-1,Lymphocyte,4
hliajonf-1,hliajonf-1,Myeloid,4
hliakjng-1,hliakjng-1,Fibroblast,4
hliapdfn-1,hliapdfn-1,Myeloid,4
hlidabpl-1,hlidabpl-1,Fibroblast,4
hliddhoh-1,hliddhoh-1,Fibroblast,8
hlidelci-1,hlidelci-1,Necrosis,8
hlidgken-1,hlidgken-1,Lymphocyte,8
hlifpchn-1,hlifpchn-1,Fibroblast,8
hlijolcb-1,hlijolcb-1,Fibroblast,8
hlimgmnh-1,hlimgmnh-1,Lymphocyte,8
hlimkbgk-1,hlimkbgk-1,Myeloid,8
hlineglc-1,hlineglc-1,Myeloid,4
hliphijp-1,hliphijp-1,Necrosis,1
hlipnmjp-1,hlipnmjp-1,Myeloid,4
hljbbpap-1,hljbbpap-1,Fibroblast,8
hljcaail-1,hljcaail-1,Fibroblast,8
hljcblae-1,hljcblae-1,Myeloid,4
hljcmkei-1,hljcmkei-1,Lymphocyte,1
hljcohjb-1,hljcohjb-1,Lymphocyte,1
hljdcnbg-1,hljdcnbg-1,Necrosis,8
hljdhjga-1,hljdhjga-1,Lymphocyte,1
hljdjjcm-1,hljdjjcm-1,Cholangiocyte,1
hljdpmco-1,hljdpmco-1,Lymphocyte,1
hljeconf-1,hljeconf-1,Lymphocyte,1
hljepjje-1,hljepjje-1,Myeloid,1
hljhamfj-1,hljhamfj-1,Cholangiocyte,8
hljhkfkh-1,hljhkfkh-1,Lymphocyte,1
hljibaob-1,hljibaob-1,Lymphocyte,1
hljiggje-1,hljiggje-1,Myeloid,1
hljjgmpk-1,hljjgmpk-1,Fibroblast,1
hljmplcn-1,hljmplcn-1,Myeloid,1
hljncmnn-1,hljncmnn-1,Myeloid,4
hljnopll-1,hljnopll-1,Lymphocyte,1
hljpfdgb-1,hljpfdgb-1,Myeloid,1
hlkbeood-1,hlkbeood-1,Lymphocyte,1
hlkbhben-1,hlkbhben-1,Lymphocyte,1
hlkcfono-1,hlkcfono-1,Myeloid,1
hlkclgco-1,hlkclgco-1,Myeloid,1
hlkdajml-1,hlkdajml-1,Lymphocyte,1
hlkdfkma-1,hlkdfkma-1,Myeloid,4
hlkhifba-1,hlkhifba-1,Fibroblast,1
hlklpnog-1,hlklpnog-1,Fibroblast,1
hlkngbfc-1,hlkngbfc-1,Lymphocyte,4
hlknikdo-1,hlknikdo-1,Lymphocyte,1
hlkofnfm-1,hlkofnfm-1,Myeloid,4
hlkoleih-1,hlkoleih-1,Lymphocyte,4
hlkpjdch-1,hlkpjdch-1,Myeloid,1
hlkpjgil-1,hlkpjgil-1,Lymphocyte,4
hlkpljoc-1,hlkpljoc-1,Myeloid,4
hlkpmcff-1,hlkpmcff-1,Fibroblast,1
hlkppnfi-1,hlkppnfi-1,Fibroblast,4
hllajfop-1,hllajfop-1,Fibroblast,4
hllbeana-1,hllbeana-1,Endothelial-Mural Cell,1
hllbfdbk-1,hllbfdbk-1,Lymphocyte,3
hlldiaoh-1,hlldiaoh-1,Fibroblast,3
hlldjndj-1,hlldjndj-1,Lymphocyte,1
hllfkbpp-1,hllfkbpp-1,Lymphocyte,1
hllgjhhf-1,hllgjhhf-1,Fibroblast,1
hllhhmgk-1,hllhhmgk-1,Lymphocyte,1
hllidldo-1,hllidldo-1,Fibroblast,3
hlliepji-1,hlliepji-1,Lymphocyte,1
hlljpnnb-1,hlljpnnb-1,Fibroblast,1
hllkommg-1,hllkommg-1,Myeloid,1
hlloceph-1,hlloceph-1,Myeloid,1
hllpfhoc-1,hllpfhoc-1,Myeloid,1
hllpikoo-1,hllpikoo-1,Fibroblast,1
hllpmghl-1,hllpmghl-1,Lymphocyte,1
hlmakkgc-1,hlmakkgc-1,Lymphocyte,7
hlmanadc-1,hlmanadc-1,Smooth muscle,1
hlmeeadi-1,hlmeeadi-1,Myeloid,7
hlmfdedj-1,hlmfdedj-1,Fibroblast,1
hlmhaplb-1,hlmhaplb-1,Fibroblast,1
hlmkejge-1,hlmkejge-1,Fibroblast,1
hlmmkcdm-1,hlmmkcdm-1,Fibroblast,1
hlmnaflo-1,hlmnaflo-1,Fibroblast,1
hlmohcla-1,hlmohcla-1,Fibroblast,1
hlmomdhk-1,hlmomdhk-1,Lymphocyte,1
hlmpllmb-1,hlmpllmb-1,Fibroblast,1
hlnagokg-1,hlnagokg-1,Myeloid,1
hlnaikbf-1,hlnaikbf-1,Myeloid,1
hlncmhaf-1,hlncmhaf-1,Myeloid,1
hlnhiane-1,hlnhiane-1,Myeloid,1
hlnhjgpa-1,hlnhjgpa-1,Fibroblast,3
hlnkcbid-1,hlnkcbid-1,Lymphocyte,1
hlnmbagp-1,hlnmbagp-1,Myeloid,1
hlnnglko-1,hlnnglko-1,Endothelial-Mural Cell,1
hlnnnpmj-1,hlnnnpmj-1,Fibroblast,1
hlnoglke-1,hlnoglke-1,Fibroblast,1
hlnokjai-1,hlnokjai-1,Fibroblast,1
hlnpcioh-1,hlnpcioh-1,Myeloid,1
hloajjpo-1,hloajjpo-1,Fibroblast,1
hloanndo-1,hloanndo-1,Fibroblast,4
hlobcnof-1,hlobcnof-1,Fibroblast,4
hlobhakm-1,hlobhakm-1,Fibroblast,1
hlobjjjp-1,hlobjjjp-1,Lymphocyte,1
hloebbif-1,hloebbif-1,Fibroblast,1
hloeichp-1,hloeichp-1,Lymphocyte,1
hlogahkc-1,hlogahkc-1,Cholangiocyte,2
hlohibhg-1,hlohibhg-1,Myeloid,3
hlomcddk-1,hlomcddk-1,Fibroblast,3
hlonanhm-1,hlonanhm-1,Lymphocyte,1
hlonheen-1,hlonheen-1,Lymphocyte,1
hlonnmbl-1,hlonnmbl-1,Fibroblast,1
hloodknm-1,hloodknm-1,Myeloid,4
hlopiolh-1,hlopiolh-1,Lymphocyte,4
hlpaigao-1,hlpaigao-1,Fibroblast,1
hlpbklgl-1,hlpbklgl-1,Myeloid,1
hlpchjkk-1,hlpchjkk-1,Fibroblast,4
hlpcpocf-1,hlpcpocf-1,Myeloid,4
hlpdabhb-1,hlpdabhb-1,Fibroblast,4
hlpdclbi-1,hlpdclbi-1,Lymphocyte,4
hlpeaime-1,hlpeaime-1,Fibroblast,1
hlpecmef-1,hlpecmef-1,Fibroblast,1
hlpffnfj-1,hlpffnfj-1,Fibroblast,1
hlpfnemg-1,hlpfnemg-1,Fibroblast,4
hlpgikid-1,hlpgikid-1,Fibroblast,4
hlphepml-1,hlphepml-1,Cholangiocyte,8
hlphjmbk-1,hlphjmbk-1,Myeloid,1
hlpiojnm-1,hlpiojnm-1,Endothelial-Mural Cell,1
hlpkhffi-1,hlpkhffi-1,Endothelial-Mural Cell,1
hlplmdpo-1,hlplmdpo-1,Endothelial-Mural Cell,1
hlpmojka-1,hlpmojka-1,Myeloid,8
hlpocbhc-1,hlpocbhc-1,Fibroblast,1
hlpodopa-1,hlpodopa-1,Myeloid,3
hlppncfd-1,hlppncfd-1,Lymphocyte,1
hmaadbii-1,hmaadbii-1,Endothelial-Mural Cell,1
hmabphfc-1,hmabphfc-1,Fibroblast,1
hmabpohd-1,hmabpohd-1,Fibroblast,4
hmacbefj-1,hmacbefj-1,Fibroblast,8
hmacefha-1,hmacefha-1,Myeloid,1
hmacehpg-1,hmacehpg-1,Myeloid,1
hmacnbjn-1,hmacnbjn-1,Unknown,1
hmadbdpf-1,hmadbdpf-1,Fibroblast,8
hmafbaon-1,hmafbaon-1,Lymphocyte,8
hmafeico-1,hmafeico-1,Myeloid,1
hmahfbkk-1,hmahfbkk-1,Necrosis,8
hmahpdom-1,hmahpdom-1,Myeloid,8
hmakhbcn-1,hmakhbcn-1,Myeloid,3
hmaklahn-1,hmaklahn-1,Lymphocyte,4
hmalkddg-1,hmalkddg-1,Fibroblast,4
hmamldji-1,hmamldji-1,Endothelial-Mural Cell,4
hmammnpg-1,hmammnpg-1,Fibroblast,8
hmankabf-1,hmankabf-1,Smooth muscle,4
hmapbkcp-1,hmapbkcp-1,Myeloid,1
hmbbmbnk-1,hmbbmbnk-1,Cholangiocyte,8
hmbchoda-1,hmbchoda-1,Lymphocyte,4
hmbfhbch-1,hmbfhbch-1,Fibroblast,1
hmbfnmli-1,hmbfnmli-1,Fibroblast,1
hmbgakbm-1,hmbgakbm-1,Lymphocyte,1
hmbicmeg-1,hmbicmeg-1,Fibroblast,1
hmbkbhlg-1,hmbkbhlg-1,Myeloid,1
hmblgjhl-1,hmblgjhl-1,Fibroblast,1
hmbmalem-1,hmbmalem-1,Fibroblast,1
hmbnligm-1,hmbnligm-1,Lymphocyte,1
hmbppmmb-1,hmbppmmb-1,Lymphocyte,1
hmcacibd-1,hmcacibd-1,Smooth muscle,3
hmccddei-1,hmccddei-1,Lymphocyte,3
hmccfjnm-1,hmccfjnm-1,Endothelial-Mural Cell,3
hmcfbnjl-1,hmcfbnjl-1,Endothelial-Mural Cell,3
hmcfchkm-1,hmcfchkm-1,Myeloid,1
hmcfjnik-1,hmcfjnik-1,Lymphocyte,4
hmcjkcpl-1,hmcjkcpl-1,Myeloid,3
hmckblen-1,hmckblen-1,Endothelial-Mural Cell,3
hmckhjgm-1,hmckhjgm-1,Endothelial-Mural Cell,3
hmcknafc-1,hmcknafc-1,Endothelial-Mural Cell,3
hmclagcn-1,hmclagcn-1,Endothelial-Mural Cell,3
hmcmbaed-1,hmcmbaed-1,Endothelial-Mural Cell,3
hmcoeoed-1,hmcoeoed-1,Endothelial-Mural Cell,3
hmdainba-1,hmdainba-1,Lymphocyte,1
hmdeaecc-1,hmdeaecc-1,Fibroblast,1
hmdebldh-1,hmdebldh-1,Lymphocyte,1
hmdebnff-1,hmdebnff-1,Lymphocyte,1
hmdfgnom-1,hmdfgnom-1,Fibroblast,1
hmdficbj-1,hmdficbj-1,Endothelial-Mural Cell,3
hmdfldoe-1,hmdfldoe-1,Endothelial-Mural Cell,3
hmdgnlci-1,hmdgnlci-1,Myeloid,1
hmdhghlc-1,hmdhghlc-1,Lymphocyte,1
hmdhijom-1,hmdhijom-1,Fibroblast,1
hmdioffh-1,hmdioffh-1,Myeloid,1
hmdjgmgi-1,hmdjgmgi-1,Lymphocyte,3
hmdkjfje-1,hmdkjfje-1,Endothelial-Mural Cell,1
hmdklkii-1,hmdklkii-1,Lymphocyte,3
hmdlbhmd-1,hmdlbhmd-1,Endothelial-Mural Cell,3
hmdmiblo-1,hmdmiblo-1,Smooth muscle,3
hmdnblep-1,hmdnblep-1,Endothelial-Mural Cell,3
hmdpkkfa-1,hmdpkkfa-1,Lymphocyte,1
hmecbbjc-1,hmecbbjc-1,Lymphocyte,1
hmeccohd-1,hmeccohd-1,Lymphocyte,1
hmedccbe-1,hmedccbe-1,Fibroblast,9
hmedoopa-1,hmedoopa-1,Fibroblast,9
hmeeldpk-1,hmeeldpk-1,Fibroblast,9
hmehdjbi-1,hmehdjbi-1,Fibroblast,1
hmehpgak-1,hmehpgak-1,Fibroblast,9
hmekbpjj-1,hmekbpjj-1,Myeloid,4
hmekdmpj-1,hmekdmpj-1,Myeloid,1
hmekflnl-1,hmekflnl-1,Fibroblast,4
hmelhobj-1,hmelhobj-1,Fibroblast,4
hmelpnhm-1,hmelpnhm-1,Myeloid,9
hmemggjk-1,hmemggjk-1,Fibroblast,1
hmemkkff-1,hmemkkff-1,Fibroblast,1
hmenepgn-1,hmenepgn-1,Fibroblast,9
hmenhhif-1,hmenhhif-1,Lymphocyte,1
hmeoddma-1,hmeoddma-1,Fibroblast,1
hmfbanai-1,hmfbanai-1,Fibroblast,1
hmfciakp-1,hmfciakp-1,Lymphocyte,1
hmfdmjco-1,hmfdmjco-1,Myeloid,3
hmfebjel-1,hmfebjel-1,Fibroblast,1
hmfehihd-1,hmfehihd-1,Lymphocyte,1
hmfehoif-1,hmfehoif-1,Fibroblast,3
hmffjmbe-1,hmffjmbe-1,Fibroblast,9
hmfgjkld-1,hmfgjkld-1,Fibroblast,7
hmfhbjje-1,hmfhbjje-1,Myeloid,4
hmfhhdda-1,hmfhhdda-1,Endothelial-Mural Cell,3
hmfiocom-1,hmfiocom-1,Fibroblast,3
hmfkeaop-1,hmfkeaop-1,Fibroblast,9
hmfmpmec-1,hmfmpmec-1,Myeloid,3
hmfnelda-1,hmfnelda-1,Endothelial-Mural Cell,3
hmgagljm-1,hmgagljm-1,Fibroblast,8
hmgdchhg-1,hmgdchhg-1,Fibroblast,3
hmgfalfp-1,hmgfalfp-1,Endothelial-Mural Cell,8
hmgfglbb-1,hmgfglbb-1,Fibroblast,3
hmgflidn-1,hmgflidn-1,Smooth muscle,3
hmgfnogf-1,hmgfnogf-1,Endothelial-Mural Cell,3
hmggoekm-1,hmggoekm-1,Endothelial-Mural Cell,3
hmgkbaej-1,hmgkbaej-1,Smooth muscle,3
hmgmeebm-1,hmgmeebm-1,Endothelial-Mural Cell,3
hmgngmop-1,hmgngmop-1,Smooth muscle,3
hmgoplij-1,hmgoplij-1,Lymphocyte,4
hmhabdhn-1,hmhabdhn-1,Myeloid,3
hmhboehn-1,hmhboehn-1,Smooth muscle,3
hmhcneon-1,hmhcneon-1,Endothelial-Mural Cell,3
hmhcnmfe-1,hmhcnmfe-1,Endothelial-Mural Cell,3
hmhdpcod-1,hmhdpcod-1,Endothelial-Mural Cell,3
hmhenkfm-1,hmhenkfm-1,Endothelial-Mural Cell,3
hmhfpdmo-1,hmhfpdmo-1,Myeloid,3
hmhgabnd-1,hmhgabnd-1,Myeloid,3
hmhhpjdb-1,hmhhpjdb-1,Endothelial-Mural Cell,3
hmhjkjfp-1,hmhjkjfp-1,Lymphocyte,3
hmhjnlgj-1,hmhjnlgj-1,Lymphocyte,3
hmhpnlkf-1,hmhpnlkf-1,Smooth muscle,3
